@RELATION capsense
@ATTRIBUTE min_accel_1 NUMERIC
@ATTRIBUTE min_accel_2 NUMERIC
@ATTRIBUTE min_accel_3 NUMERIC
@ATTRIBUTE min_cap NUMERIC
@ATTRIBUTE max_accel_1 NUMERIC
@ATTRIBUTE max_accel_2 NUMERIC
@ATTRIBUTE max_accel_3 NUMERIC
@ATTRIBUTE max_cap NUMERIC
@ATTRIBUTE mean_accel_1 NUMERIC
@ATTRIBUTE mean_accel_2 NUMERIC
@ATTRIBUTE mean_accel_3 NUMERIC
@ATTRIBUTE mean_cap NUMERIC
@ATTRIBUTE median_accel_1 NUMERIC
@ATTRIBUTE median_accel_2 NUMERIC
@ATTRIBUTE median_accel_3 NUMERIC
@ATTRIBUTE median_cap NUMERIC
@ATTRIBUTE var_accel_1 NUMERIC
@ATTRIBUTE var_accel_2 NUMERIC
@ATTRIBUTE var_accel_3 NUMERIC
@ATTRIBUTE var_cap NUMERIC
@ATTRIBUTE class {class0,class1,class2,class3,class4,class5,class6,class7,class8,class9}

@DATA
152.000000,123.000000,138.000000,61052.000000,158.000000,147.000000,144.000000,62191.000000,155.124000,135.076000,139.768000,61951.988000,155.000000,135.000000,140.000000,62126.000000,0.684624,4.710224,0.530176,78577.995856,class0
115.000000,88.000000,93.000000,61052.000000,170.000000,162.000000,146.000000,64870.000000,145.124000,133.824000,129.940000,62504.422000,154.000000,135.000000,139.000000,62174.000000,202.592624,257.541024,214.636400,740329.023916,class0
115.000000,82.000000,93.000000,61465.000000,170.000000,162.000000,146.000000,64870.000000,137.816000,114.300000,118.876000,63669.572000,140.000000,102.500000,118.000000,64148.000000,113.414144,607.322000,121.724624,882774.524816,class0
133.000000,69.000000,113.000000,42802.000000,169.000000,120.000000,144.000000,64684.000000,143.600000,97.408000,122.586000,60998.546000,142.000000,98.000000,120.000000,63360.500000,38.072000,58.141536,52.730604,22658585.703884,class0
117.000000,69.000000,108.000000,42614.000000,169.000000,120.000000,154.000000,64295.000000,140.720000,97.772000,129.608000,58223.692000,138.000000,98.000000,131.000000,59009.000000,69.033600,48.384016,48.622336,16805528.645136,class0
117.000000,81.000000,108.000000,42614.000000,147.000000,119.000000,154.000000,62043.000000,136.374000,97.546000,132.138000,59115.342000,137.000000,98.000000,132.000000,59398.500000,12.790124,11.815884,18.794956,5996437.933036,class0
133.000000,88.000000,121.000000,55434.000000,150.000000,109.000000,142.000000,64783.000000,139.580000,99.354000,133.068000,60052.752000,138.000000,99.000000,133.000000,59870.500000,13.491600,8.128684,4.795376,5718552.002496,class0
131.000000,88.000000,92.000000,55434.000000,159.000000,153.000000,165.000000,64783.000000,142.310000,115.216000,126.300000,62052.988000,141.000000,105.000000,133.000000,63160.500000,40.549900,348.289344,315.170000,6571391.915856,class0
131.000000,94.000000,92.000000,59170.000000,159.000000,153.000000,165.000000,64705.000000,141.590000,134.218000,133.826000,62840.192000,139.000000,138.000000,148.000000,63137.500000,44.985900,143.766476,535.315724,1572182.003136,class0
131.000000,129.000000,99.000000,53164.000000,158.000000,146.000000,158.000000,63660.000000,138.792000,135.924000,150.678000,60428.194000,138.000000,135.000000,152.000000,62612.000000,16.600736,12.526224,64.210316,13061385.996364,class0
133.000000,130.000000,150.000000,53091.000000,144.000000,139.000000,157.000000,62963.000000,138.916000,133.678000,152.468000,56606.112000,140.000000,133.000000,152.000000,55219.500000,5.336944,1.866316,1.368976,14326331.643456,class0
136.000000,132.000000,150.000000,53091.000000,144.000000,139.000000,154.000000,59951.000000,139.900000,134.426000,151.970000,55812.216000,140.000000,134.000000,152.000000,55533.000000,1.978000,1.664524,0.745100,4039074.901344,class0
116.000000,122.000000,139.000000,53873.000000,175.000000,138.000000,154.000000,64043.000000,143.238000,132.374000,149.550000,59956.458000,142.000000,134.000000,151.000000,59973.000000,40.869356,11.922124,11.471500,10133187.308236,class0
116.000000,105.000000,106.000000,59995.000000,175.000000,172.000000,160.000000,64043.000000,146.372000,134.960000,143.032000,63391.422000,146.000000,131.000000,145.000000,63940.000000,49.897616,240.386400,90.790976,867324.951916,class0
131.000000,105.000000,106.000000,63722.000000,175.000000,181.000000,160.000000,64053.000000,143.948000,150.042000,131.806000,63970.274000,143.000000,157.000000,130.000000,63986.500000,52.029296,351.464236,133.232364,3458.002924,class0
121.000000,143.000000,110.000000,63748.000000,164.000000,182.000000,137.000000,64059.000000,138.676000,161.212000,125.716000,63994.640000,139.000000,160.000000,125.000000,63998.000000,52.359024,79.875056,30.263344,1669.190400,class0
121.000000,140.000000,116.000000,63909.000000,172.000000,182.000000,156.000000,64059.000000,140.056000,156.198000,131.968000,64001.950000,139.000000,155.000000,130.000000,64004.000000,79.156864,101.414796,100.578976,951.691500,class0
131.000000,123.000000,116.000000,63839.000000,172.000000,171.000000,156.000000,64053.000000,145.428000,148.162000,140.318000,63948.852000,146.000000,147.000000,141.000000,63954.000000,53.800816,48.267756,75.460876,3762.366096,class0
50.000000,110.000000,95.000000,63773.000000,251.000000,192.000000,156.000000,64172.000000,142.606000,141.602000,144.664000,63940.962000,144.000000,146.000000,144.000000,63933.000000,671.050764,180.935596,104.399104,7297.812556,class0
23.000000,94.000000,88.000000,63773.000000,251.000000,236.000000,178.000000,64172.000000,137.520000,149.850000,136.478000,64027.230000,131.000000,149.000000,140.000000,64041.000000,1884.849600,654.635500,398.633516,7670.093100,class0
23.000000,94.000000,88.000000,63900.000000,239.000000,236.000000,178.000000,64156.000000,139.340000,155.404000,134.262000,64051.394000,142.000000,154.000000,138.000000,64071.000000,1262.912400,421.604784,287.101356,3602.430764,class0
126.000000,117.000000,126.000000,63900.000000,156.000000,161.000000,158.000000,64114.000000,143.906000,144.730000,142.756000,64024.764000,143.000000,144.000000,144.000000,64027.000000,44.625164,59.193100,44.676464,2620.208304,class1
