@RELATION capsense
@ATTRIBUTE mean_accel_1 NUMERIC
@ATTRIBUTE mean_accel_2 NUMERIC
@ATTRIBUTE mean_accel_3 NUMERIC
@ATTRIBUTE var_accel_1 NUMERIC
@ATTRIBUTE var_accel_2 NUMERIC
@ATTRIBUTE var_accel_3 NUMERIC
@ATTRIBUTE mean_cap NUMERIC
@ATTRIBUTE var_cap NUMERIC
@ATTRIBUTE class {class0,class1,class2,class3,class4,class5,class6,class7,class8,class9}

@DATA
159.490000,129.600000,126.180000,2.689900,54.700000,2.567600,402.340000,1.984400,class0
159.520000,136.870000,127.300000,14.189600,10.613100,8.790000,400.220000,1.691600,class0
157.130000,138.890000,130.760000,27.113100,17.217900,5.502400,399.230000,0.357100,class0
152.930000,147.730000,130.810000,14.925100,76.297100,4.433900,398.390000,1.117900,class0
148.960000,152.010000,131.600000,12.318400,34.149900,6.600000,397.640000,0.230400,class0
150.750000,148.610000,131.000000,38.107500,16.697900,9.140000,397.670000,0.221100,class0
154.040000,147.660000,131.080000,24.698400,7.744400,12.693600,397.600000,0.240000,class0
154.850000,144.600000,134.200000,16.727500,23.280000,5.580000,397.540000,0.268400,class0
153.490000,142.800000,135.200000,24.569900,15.860000,2.460000,397.500000,0.270000,class0
151.150000,141.800000,137.480000,12.447500,16.260000,7.049600,397.470000,0.249100,class0
151.500000,144.160000,138.600000,15.350000,36.054400,4.500000,396.910000,0.501900,class0
150.930000,148.560000,137.080000,16.665100,12.246400,3.773600,396.530000,0.249100,class0
150.900000,146.380000,136.150000,8.330000,15.255600,2.327500,396.830000,0.141100,class0
149.450000,147.560000,135.460000,15.987500,21.626400,3.568400,396.640000,0.230400,class0
148.160000,151.050000,135.770000,11.834400,9.387500,4.757100,396.240000,0.182400,class0
150.130000,148.070000,137.080000,5.173100,26.605100,3.113600,396.300000,0.210000,class0
151.040000,147.920000,133.790000,1.758400,17.593600,15.725900,396.190000,0.173900,class0
151.080000,149.510000,132.150000,1.753600,2.269900,6.807500,395.840000,0.134400,class0
151.140000,147.940000,134.220000,1.480400,1.936400,1.551600,395.800000,0.160000,class0
151.730000,148.230000,133.950000,2.737100,4.617100,1.007500,395.810000,0.153900,class0
150.120000,150.920000,133.600000,11.845600,14.073600,3.400000,395.680000,0.217600,class0
153.050000,148.040000,129.350000,42.887500,175.538400,21.387500,396.220000,0.811600,class0
157.490000,130.680000,125.840000,11.869900,308.877600,2.874400,397.750000,1.367500,class0
157.730000,120.220000,129.440000,6.237100,7.691600,11.706400,398.800000,0.160000,class0
158.670000,124.470000,132.030000,2.421100,6.589100,2.909100,398.940000,0.056400,class0
160.010000,127.140000,128.480000,7.069900,1.660400,11.129600,398.350000,0.547500,class0
161.870000,126.200000,123.940000,10.613100,6.000000,3.676400,398.120000,0.865600,class0
157.930000,118.540000,122.670000,27.765100,41.468400,1.081100,399.850000,2.407500,class0
150.820000,115.710000,122.450000,322.487600,50.505900,2.747500,401.450000,0.627500,class0
150.450000,140.140000,112.070000,2685.287500,588.880400,147.285100,399.000000,22.720000,class0
149.560000,162.710000,104.000000,5586.286400,209.285900,122.160000,396.390000,39.377900,class0
143.010000,156.480000,107.590000,4715.129900,531.129600,158.441900,398.570000,48.785100,class0
148.980000,132.110000,115.110000,1584.899600,649.477900,118.277900,403.660000,29.404400,class0
158.580000,117.050000,119.930000,3.583600,4.507500,3.345100,406.290000,0.505900,class0
159.160000,118.200000,121.330000,0.814400,10.540000,27.461100,405.160000,2.954400,class0
152.660000,126.430000,134.980000,71.364400,96.145100,149.379600,401.350000,12.507500,class1
139.920000,140.390000,147.600000,76.513600,36.737900,6.360000,394.900000,24.410000,class1
139.340000,145.560000,147.020000,42.124400,1.786400,6.819600,382.100000,102.610000,class1
147.110000,145.580000,142.220000,7.517900,0.463600,11.591600,374.640000,12.430400,class1
151.030000,144.820000,137.350000,5.049100,1.207600,6.707500,379.030000,15.449100,class1
